timestamp,temp_ar_C,umid_ar_pct,temp_solo_C,umid_solo_pct,radiacao_solar_Wm2,vento_ms,eto_penman_monteith_mm,irrigou,volume_irrigado_L_m2,dias_ultima_irrigacao,confianca_label
2023-07-02 13:30:00,35.04,39.73,32.45,33.06,606.86,3.79,0.0967,0,0.0,0,0.0
2023-07-02 14:00:00,33.9,38.07,30.82,33.41,661.5,2.1,0.0967,0,0.0,0,0.0
2023-07-02 14:30:00,34.52,35.02,30.67,33.05,696.61,0.17,0.0967,0,0.0,0,0.0
2023-07-02 15:00:00,32.91,37.54,29.56,33.76,594.77,2.54,0.0967,0,0.0,0,0.0
2023-07-02 15:30:00,34.46,43.83,31.18,33.75,368.15,2.78,0.0967,0,0.0,0,0.0
2023-07-02 16:00:00,30.74,44.91,27.34,33.64,429.49,1.16,0.0967,0,0.0,0,0.0
2023-07-02 16:30:00,30.59,46.84,27.61,32.91,332.84,2.47,0.0967,0,0.0,0,0.0
2023-07-02 17:00:00,29.75,43.25,26.86,33.95,101.47,1.94,0.0967,0,0.0,0,0.0
2023-07-02 17:30:00,29.28,45.86,26.47,32.76,119.69,1.88,0.0967,0,0.0,0,0.0
2023-07-02 18:00:00,28.94,47.18,25.64,33.2,5.79,3.94,0.0967,0,0.0,0,0.0
2023-07-02 18:30:00,27.99,51.81,24.76,33.21,0.0,4.38,0.0967,0,0.0,0,0.0
2023-07-02 19:00:00,28.17,52.5,25.35,33.24,5.83,4.15,0.0967,0,0.0,0,0.0
2023-07-02 19:30:00,28.31,56.07,25.4,33.07,4.43,2.99,0.0967,0,0.0,0,0.0
2023-07-02 20:00:00,27.6,45.62,24.75,32.86,0.0,0.78,0.0967,0,0.0,0,0.0
2023-07-02 20:30:00,27.89,53.83,25.79,32.67,0.0,2.91,0.0967,0,0.0,0,0.0
2023-07-02 21:00:00,26.71,55.96,23.17,33.09,0.0,1.76,0.0967,0,0.0,0,0.0
2023-07-02 21:30:00,26.65,58.6,23.25,33.33,0.0,3.6,0.0967,0,0.0,0,0.0
2023-07-02 22:00:00,26.58,52.74,23.67,32.92,3.68,2.87,0.0967,0,0.0,0,0.0
2023-07-02 22:30:00,25.84,60.41,23.43,33.41,8.97,3.81,0.0967,0,0.0,0,0.0
2023-07-02 23:00:00,26.07,58.53,23.4,33.16,0.0,1.77,0.0967,0,0.0,0,0.0
2023-07-02 23:30:00,26.33,57.21,23.63,32.13,1.89,1.27,0.0967,0,0.0,0,0.0
2023-07-03 00:00:00,25.25,55.42,22.27,31.87,0.0,2.16,0.1005,0,0.0,1,0.0
2023-07-03 00:30:00,25.69,51.87,22.7,32.63,0.0,3.55,0.1005,0,0.0,1,0.0
2023-07-03 01:00:00,26.27,56.62,23.27,33.33,4.93,1.94,0.1005,0,0.0,1,0.0
2023-07-03 01:30:00,26.53,58.18,23.22,33.03,0.0,1.96,0.1005,0,0.0,1,0.0
2023-07-03 02:00:00,25.54,56.8,22.58,32.83,12.23,1.12,0.1005,0,0.0,1,0.0
2023-07-03 02:30:00,26.77,56.37,24.35,32.2,0.0,3.63,0.1005,0,0.0,1,0.0
2023-07-03 03:00:00,27.03,60.47,24.0,32.81,0.0,1.39,0.1005,0,0.0,1,0.0
2023-07-03 03:30:00,27.85,63.78,24.61,32.69,7.18,2.74,0.1005,0,0.0,1,0.0
2023-07-03 04:00:00,27.45,53.25,23.89,33.02,0.0,3.15,0.1005,0,0.0,1,0.0
2023-07-03 04:30:00,27.84,51.57,25.33,33.15,7.9,2.99,0.1005,0,0.0,1,0.0
2023-07-03 05:00:00,28.47,54.35,25.68,32.96,0.0,3.2,0.1005,0,0.0,1,0.0
2023-07-03 05:30:00,29.38,50.71,25.92,32.33,0.0,2.6,0.1005,0,0.0,1,0.0
2023-07-03 06:00:00,29.09,47.51,26.27,32.02,0.0,4.27,0.1005,0,0.0,1,0.0
2023-07-03 06:30:00,29.51,46.46,27.06,31.43,97.83,2.5,0.1005,0,0.0,1,0.0
2023-07-03 07:00:00,30.11,46.64,27.38,32.45,193.8,3.46,0.1005,0,0.0,1,0.0
2023-07-03 07:30:00,31.18,49.16,27.2,33.26,313.34,1.51,0.1005,0,0.0,1,0.0
2023-07-03 08:00:00,31.63,41.89,28.17,31.66,419.48,1.74,0.1005,0,0.0,1,0.0
2023-07-03 08:30:00,33.05,38.95,30.3,32.15,439.13,2.36,0.1005,0,0.0,1,0.0
2023-07-03 09:00:00,33.57,45.67,31.36,31.91,604.07,2.01,0.1005,0,0.0,1,0.0
2023-07-03 09:30:00,33.21,35.94,31.13,31.08,530.15,0.15,0.1005,0,0.0,1,0.0
2023-07-03 10:00:00,33.36,41.46,30.34,31.89,577.19,3.23,0.1005,0,0.0,1,0.0
2023-07-03 10:30:00,33.75,33.07,30.78,32.97,653.98,4.05,0.1005,0,0.0,1,0.0
2023-07-03 11:00:00,34.36,39.13,31.38,31.78,742.47,4.02,0.1005,0,0.0,1,0.0
2023-07-03 11:30:00,35.29,35.49,32.99,32.39,773.61,2.45,0.1005,0,0.0,1,0.0
2023-07-03 12:00:00,35.27,37.26,32.88,32.61,623.34,1.9,0.1005,0,0.0,1,0.0
2023-07-03 12:30:00,33.53,29.57,30.84,31.78,635.92,3.32,0.1005,0,0.0,1,0.0
2023-07-03 13:00:00,33.4,36.76,30.74,30.7,797.45,0.42,0.1005,0,0.0,1,0.0
2023-07-03 13:30:00,33.83,40.32,29.71,32.09,740.74,3.07,0.1005,0,0.0,1,0.0
2023-07-03 14:00:00,33.19,41.06,29.88,30.93,599.69,2.79,0.1005,0,0.0,1,0.0
2023-07-03 14:30:00,33.0,41.21,30.1,32.05,586.75,2.29,0.1005,0,0.0,1,0.0
2023-07-03 15:00:00,32.81,36.78,30.73,32.02,530.67,3.06,0.1005,0,0.0,1,0.0
2023-07-03 15:30:00,32.31,39.83,29.14,32.42,489.35,2.12,0.1005,0,0.0,1,0.0
2023-07-03 16:00:00,32.63,45.86,29.02,32.33,262.77,3.06,0.1005,0,0.0,1,0.0
2023-07-03 16:30:00,29.46,43.79,26.39,31.41,338.04,1.58,0.1005,0,0.0,1,0.0
2023-07-03 17:00:00,30.71,40.98,28.46,31.99,190.06,2.18,0.1005,0,0.0,1,0.0
2023-07-03 17:30:00,29.82,50.48,26.81,32.1,109.3,3.87,0.1005,0,0.0,1,0.0
2023-07-03 18:00:00,29.46,50.56,26.38,31.43,0.0,3.32,0.1005,0,0.0,1,0.0
2023-07-03 18:30:00,27.93,48.92,24.28,30.9,1.18,2.42,0.1005,0,0.0,1,0.0
2023-07-03 19:00:00,28.78,50.56,25.92,32.25,0.0,3.94,0.1005,0,0.0,1,0.0
2023-07-03 19:30:00,27.55,51.76,24.42,31.39,2.55,2.39,0.1005,0,0.0,1,0.0
2023-07-03 20:00:00,28.76,54.75,26.47,31.91,1.79,3.46,0.1005,0,0.0,1,0.0
2023-07-03 20:30:00,27.08,51.49,23.53,31.37,0.0,0.73,0.1005,0,0.0,1,0.0
2023-07-03 21:00:00,25.4,55.56,22.34,31.62,10.48,1.04,0.1005,0,0.0,1,0.0
2023-07-03 21:30:00,26.57,57.82,23.88,31.39,0.0,3.38,0.1005,0,0.0,1,0.0
2023-07-03 22:00:00,25.91,57.34,22.66,31.62,0.0,2.15,0.1005,0,0.0,1,0.0
2023-07-03 22:30:00,25.4,56.17,22.15,30.17,6.63,2.83,0.1005,0,0.0,1,0.0
2023-07-03 23:00:00,25.96,64.2,23.01,31.29,0.34,3.05,0.1005,0,0.0,1,0.0
2023-07-03 23:30:00,25.48,62.35,22.35,31.06,0.0,1.23,0.1005,0,0.0,1,0.0
2023-07-04 00:00:00,25.61,61.79,23.09,32.12,0.0,0.37,0.1009,0,0.0,2,0.0
2023-07-04 00:30:00,25.31,60.74,21.64,31.19,0.0,4.02,0.1009,0,0.0,2,0.0
2023-07-04 01:00:00,25.9,62.38,22.81,30.67,0.0,1.7,0.1009,0,0.0,2,0.0
2023-07-04 01:30:00,25.74,56.85,22.19,30.93,0.0,1.77,0.1009,0,0.0,2,0.0
2023-07-04 02:00:00,26.03,57.91,22.7,31.33,0.0,1.56,0.1009,0,0.0,2,0.0
2023-07-04 02:30:00,25.53,56.98,22.44,30.94,1.71,2.49,0.1009,0,0.0,2,0.0
2023-07-04 03:00:00,27.36,49.57,24.49,30.07,5.95,2.35,0.1009,0,0.0,2,0.0
2023-07-04 03:30:00,25.63,58.26,22.23,30.48,0.0,1.11,0.1009,0,0.0,2,0.0
2023-07-04 04:00:00,27.59,55.92,24.72,31.44,1.19,4.08,0.1009,0,0.0,2,0.0
2023-07-04 04:30:00,26.86,52.68,24.4,30.92,2.54,2.7,0.1009,0,0.0,2,0.0
2023-07-04 05:00:00,27.93,52.5,24.96,30.35,0.0,3.03,0.1009,0,0.0,2,0.0
2023-07-04 05:30:00,28.82,51.74,26.12,31.49,5.88,2.69,0.1009,0,0.0,2,0.0
2023-07-04 06:00:00,29.09,53.79,25.6,29.92,5.42,0.73,0.1009,0,0.0,2,0.0
2023-07-04 06:30:00,29.95,41.36,27.2,30.89,109.95,1.81,0.1009,0,0.0,2,0.0
2023-07-04 07:00:00,30.18,45.97,26.56,30.23,203.29,1.4,0.1009,0,0.0,2,0.0
2023-07-04 07:30:00,31.29,44.82,28.4,30.73,270.73,2.27,0.1009,0,0.0,2,0.0
2023-07-04 08:00:00,31.42,42.22,27.82,30.24,428.7,1.96,0.1009,0,0.0,2,0.0
2023-07-04 08:30:00,31.57,37.28,28.36,30.54,492.42,2.7,0.1009,0,0.0,2,0.0
2023-07-04 09:00:00,31.71,40.66,29.47,30.49,572.63,0.22,0.1009,0,0.0,2,0.0
2023-07-04 09:30:00,33.27,37.07,30.51,30.13,637.76,3.63,0.1009,0,0.0,2,0.0
2023-07-04 10:00:00,34.1,37.68,31.06,30.16,551.62,1.13,0.1009,0,0.0,2,0.0
2023-07-04 10:30:00,35.29,38.22,31.77,29.99,577.12,3.39,0.1009,0,0.0,2,0.0
2023-07-04 11:00:00,34.32,39.37,31.57,30.21,472.35,1.72,0.1009,0,0.0,2,0.0
2023-07-04 11:30:00,34.08,38.21,30.71,30.39,467.85,1.2,0.1009,0,0.0,2,0.0
2023-07-04 12:00:00,34.05,36.19,30.6,30.35,597.78,3.19,0.1009,0,0.0,2,0.0
2023-07-04 12:30:00,35.42,30.71,32.42,30.15,549.54,2.35,0.1009,0,0.0,2,0.0
2023-07-04 13:00:00,34.92,35.16,31.76,30.12,725.62,3.46,0.1009,0,0.0,2,0.0
2023-07-04 13:30:00,34.51,35.31,31.77,30.43,581.81,3.72,0.1009,0,0.0,2,0.0
2023-07-04 14:00:00,34.57,42.24,31.22,30.79,658.74,3.08,0.1009,0,0.0,2,0.0
2023-07-04 14:30:00,33.08,36.9,30.08,29.69,431.77,1.38,0.1009,0,0.0,2,0.0
2023-07-04 15:00:00,33.24,39.05,30.51,30.49,480.85,1.1,0.1009,0,0.0,2,0.0
2023-07-04 15:30:00,32.69,41.9,29.6,29.02,413.74,1.88,0.1009,0,0.0,2,0.0
2023-07-04 16:00:00,32.3,48.48,29.87,29.12,438.84,0.49,0.1009,0,0.0,2,0.0
2023-07-04 16:30:00,31.48,47.89,28.17,29.59,306.53,2.95,0.1009,0,0.0,2,0.0
2023-07-04 17:00:00,31.06,48.48,28.0,28.37,172.8,2.94,0.1009,0,0.0,2,0.0
2023-07-04 17:30:00,30.36,39.46,27.11,29.19,72.5,0.58,0.1009,0,0.0,2,0.0
2023-07-04 18:00:00,28.51,47.51,25.86,29.41,6.47,1.15,0.1009,0,0.0,2,0.0
2023-07-04 18:30:00,27.99,47.78,25.03,29.34,0.0,0.32,0.1009,0,0.0,2,0.0
2023-07-04 19:00:00,27.54,50.01,25.34,29.16,0.28,2.75,0.1009,0,0.0,2,0.0
2023-07-04 19:30:00,28.26,50.01,25.14,29.52,0.0,2.66,0.1009,0,0.0,2,0.0
2023-07-04 20:00:00,26.92,56.01,24.02,29.65,0.0,2.07,0.1009,0,0.0,2,0.0
2023-07-04 20:30:00,28.05,51.41,25.36,29.65,0.0,2.72,0.1009,0,0.0,2,0.0
2023-07-04 21:00:00,26.4,56.31,23.3,28.84,0.0,2.21,0.1009,0,0.0,2,0.0
2023-07-04 21:30:00,26.71,58.54,23.81,29.44,4.83,2.59,0.1009,0,0.0,2,0.0
2023-07-04 22:00:00,25.94,64.13,22.76,29.4,0.0,2.93,0.1009,0,0.0,2,0.0
2023-07-04 22:30:00,25.42,61.52,22.67,30.2,0.0,4.28,0.1009,0,0.0,2,0.0
2023-07-04 23:00:00,26.06,58.2,22.79,29.34,2.91,2.98,0.1009,0,0.0,2,0.0
2023-07-04 23:30:00,25.09,54.07,22.31,29.09,0.0,2.71,0.1009,0,0.0,2,0.0
2023-07-05 00:00:00,26.24,57.45,23.28,30.25,3.68,2.04,0.098,0,0.0,3,0.0
2023-07-05 00:30:00,25.41,54.44,22.01,29.64,3.3,3.0,0.098,0,0.0,3,0.0
2023-07-05 01:00:00,25.21,61.85,23.35,28.68,1.83,3.08,0.098,0,0.0,3,0.0
2023-07-05 01:30:00,25.2,63.2,22.31,29.17,1.9,2.19,0.098,0,0.0,3,0.0
2023-07-05 02:00:00,26.56,56.98,23.42,29.13,0.0,0.52,0.098,0,0.0,3,0.0
2023-07-05 02:30:00,26.49,50.52,23.13,29.62,2.04,2.89,0.098,0,0.0,3,0.0
2023-07-05 03:00:00,27.18,56.01,24.0,29.49,0.0,2.97,0.098,0,0.0,3,0.0
2023-07-05 03:30:00,27.07,57.87,24.42,28.18,0.0,0.69,0.098,0,0.0,3,0.0
2023-07-05 04:00:00,26.91,56.96,23.8,29.2,0.0,3.9,0.098,0,0.0,3,0.0
2023-07-05 04:30:00,27.99,56.44,25.07,29.07,2.45,2.24,0.098,0,0.0,3,0.0
2023-07-05 05:00:00,28.53,54.38,25.54,28.67,0.0,2.57,0.098,0,0.0,3,0.0
2023-07-05 05:30:00,28.7,54.89,25.74,28.72,11.69,2.12,0.098,0,0.0,3,0.0
2023-07-05 06:00:00,28.99,53.18,26.12,28.67,1.97,1.78,0.098,0,0.0,3,0.0
2023-07-05 06:30:00,29.7,48.49,26.99,28.56,108.17,1.69,0.098,0,0.0,3,0.0
2023-07-05 07:00:00,29.83,50.66,27.08,28.81,156.54,1.42,0.098,0,0.0,3,0.0
2023-07-05 07:30:00,31.42,46.42,28.67,28.51,293.24,0.76,0.098,0,0.0,3,0.0
2023-07-05 08:00:00,33.05,44.79,30.34,28.44,398.71,2.32,0.098,0,0.0,3,0.0
2023-07-05 08:30:00,32.39,41.78,29.63,29.32,366.1,2.07,0.098,0,0.0,3,0.0
2023-07-05 09:00:00,34.15,37.44,31.15,28.75,489.46,1.73,0.098,0,0.0,3,0.0
2023-07-05 09:30:00,33.69,40.48,31.56,28.55,506.37,1.58,0.098,0,0.0,3,0.0
2023-07-05 10:00:00,33.49,36.74,30.99,28.04,718.73,0.92,0.098,0,0.0,3,0.0
2023-07-05 10:30:00,34.33,38.81,30.38,28.59,613.01,3.05,0.098,0,0.0,3,0.0
2023-07-05 11:00:00,34.52,37.59,31.83,26.96,505.03,1.41,0.098,0,0.0,3,0.0
2023-07-05 11:30:00,34.02,41.43,30.8,29.59,868.99,2.96,0.098,0,0.0,3,0.0
2023-07-05 12:00:00,35.42,30.9,32.6,28.17,597.58,5.07,0.098,0,0.0,3,0.0
2023-07-05 12:30:00,34.25,27.48,31.08,29.06,788.52,2.76,0.098,0,0.0,3,0.0
2023-07-05 13:00:00,34.67,37.64,31.82,28.6,807.96,3.76,0.098,0,0.0,3,0.0
2023-07-05 13:30:00,33.05,41.19,30.12,28.72,471.66,2.01,0.098,0,0.0,3,0.0
2023-07-05 14:00:00,34.67,40.18,32.26,28.59,637.5,2.32,0.098,0,0.0,3,0.0
2023-07-05 14:30:00,33.97,38.63,31.05,28.05,669.95,4.07,0.098,0,0.0,3,0.0
2023-07-05 15:00:00,33.37,47.63,30.96,26.97,389.09,2.26,0.098,0,0.0,3,0.0
2023-07-05 15:30:00,32.79,39.41,29.81,28.49,472.0,3.18,0.098,0,0.0,3,0.0
2023-07-05 16:00:00,32.51,43.01,28.73,27.9,337.36,2.06,0.098,0,0.0,3,0.0
2023-07-05 16:30:00,31.72,45.74,28.44,27.23,301.74,1.96,0.098,0,0.0,3,0.0
2023-07-05 17:00:00,29.53,50.09,27.07,28.61,203.2,2.22,0.098,0,0.0,3,0.0
2023-07-05 17:30:00,30.89,46.95,27.88,28.15,83.28,2.26,0.098,0,0.0,3,0.0
2023-07-05 18:00:00,29.44,50.25,26.47,27.71,13.02,2.12,0.098,0,0.0,3,0.0
2023-07-05 18:30:00,28.21,53.31,24.88,27.02,0.0,2.59,0.098,0,0.0,3,0.0
2023-07-05 19:00:00,26.91,48.93,23.39,28.56,0.0,1.31,0.098,0,0.0,3,0.0
2023-07-05 19:30:00,28.09,53.75,24.9,27.88,0.0,2.83,0.098,0,0.0,3,0.0
2023-07-05 20:00:00,26.12,55.28,23.43,27.78,0.0,4.32,0.098,0,0.0,3,0.0
2023-07-05 20:30:00,26.94,55.83,24.28,28.17,6.89,2.5,0.098,0,0.0,3,0.0
2023-07-05 21:00:00,26.26,59.57,24.15,27.88,0.0,0.31,0.098,0,0.0,3,0.0
2023-07-05 21:30:00,27.06,58.44,24.55,27.56,4.6,4.02,0.098,0,0.0,3,0.0
2023-07-05 22:00:00,25.88,62.69,22.97,27.96,4.02,2.62,0.098,0,0.0,3,0.0
2023-07-05 22:30:00,25.04,57.39,22.75,27.61,0.0,0.7,0.098,0,0.0,3,0.0
2023-07-05 23:00:00,25.72,61.62,22.5,28.13,5.74,3.04,0.098,0,0.0,3,0.0
2023-07-05 23:30:00,25.35,53.71,22.59,27.96,3.16,2.98,0.098,0,0.0,3,0.0
2023-07-06 00:00:00,25.79,57.27,22.67,27.73,10.1,0.77,0.096,0,0.0,4,0.0
2023-07-06 00:30:00,25.61,52.36,22.95,28.16,7.18,3.99,0.096,0,0.0,4,0.0
2023-07-06 01:00:00,26.93,61.86,23.55,27.78,1.01,2.94,0.096,0,0.0,4,0.0
2023-07-06 01:30:00,26.93,58.67,23.9,28.11,1.91,1.68,0.096,0,0.0,4,0.0
2023-07-06 02:00:00,25.62,60.56,22.59,27.54,1.7,2.96,0.096,0,0.0,4,0.0
2023-07-06 02:30:00,26.81,54.58,24.68,27.97,2.35,3.21,0.096,0,0.0,4,0.0
2023-07-06 03:00:00,26.87,50.65,24.28,26.87,0.0,3.91,0.096,0,0.0,4,0.0
2023-07-06 03:30:00,26.4,55.01,23.73,27.09,0.0,0.83,0.096,0,0.0,4,0.0
2023-07-06 04:00:00,26.2,52.69,23.2,28.01,4.65,1.73,0.096,0,0.0,4,0.0
2023-07-06 04:30:00,27.8,52.14,24.73,27.25,6.77,3.97,0.096,0,0.0,4,0.0
2023-07-06 05:00:00,27.45,52.63,24.45,26.88,5.7,3.71,0.096,0,0.0,4,0.0
2023-07-06 05:30:00,28.78,51.51,25.39,26.88,0.0,3.95,0.096,0,0.0,4,0.0
2023-07-06 06:00:00,28.99,57.91,25.57,26.6,0.0,2.77,0.096,0,0.0,4,0.0
2023-07-06 06:30:00,29.18,47.73,25.61,26.83,98.12,1.84,0.096,0,0.0,4,0.0
2023-07-06 07:00:00,30.66,46.13,27.81,27.1,121.58,2.28,0.096,0,0.0,4,0.0
2023-07-06 07:30:00,30.06,44.27,27.57,27.07,325.09,3.9,0.096,0,0.0,4,0.0
